"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.614476458E0,7.512894434E-1,-1.854707277E0,4.437078468E-1,2.049695480E0
2.624501458E0,2.535516429E-1,-1.459318262E0,3.945290355E-1,1.532824642E0
2.634525458E0,-2.525038218E-1,-1.150095279E0,4.037641279E-1,1.244790264E0
2.644550458E0,-8.000803649E-1,-7.772352934E-1,4.976706306E-1,1.221433317E0
2.654574458E0,-1.272232504E0,-2.840337628E-1,5.934255843E-1,1.432272546E0
2.664599458E0,-1.733109457E0,2.211645001E-1,6.474328069E-1,1.863263633E0
2.674623458E0,-2.242348146E0,6.520890909E-1,6.524032326E-1,2.424659846E0
2.684648458E0,-2.773743104E0,1.067599252E0,5.916739777E-1,3.030428529E0
2.694672458E0,-3.239404249E0,1.477831131E0,5.048848522E-1,3.596197082E0
2.704697458E0,-3.426681211E0,1.723027395E0,3.845164096E-1,3.854714049E0
2.714721458E0,-3.398019329E0,1.876299290E0,3.534490565E-1,3.897686573E0
2.724746458E0,-3.467594179E0,2.078460924E0,1.588279188E-1,4.045915905E0
2.734771458E0,-3.566227351E0,2.300157813E0,-6.833516680E-2,4.244216439E0
2.744795458E0,-3.617878146E0,2.505293925E0,-2.363058650E-1,4.406969525E0
2.754820458E0,-3.525260589E0,2.502353361E0,-4.694156420E-1,4.348515334E0
2.764844458E0,-3.307530743E0,2.311527724E0,-6.218630060E-1,4.082846266E0
2.774869458E0,-2.897498254E0,2.113014752E0,-6.023368140E-1,3.636363171E0
2.784893458E0,-2.496871011E0,1.955266814E0,-6.501027918E-1,3.237293129E0
2.794918458E0,-2.101356574E0,1.638023790E0,-5.758115049E-1,2.725872388E0
2.804942458E0,-1.656353642E0,1.460418123E0,-3.867031952E-1,2.241844741E0
2.814967458E0,-1.048661875E0,1.437330977E0,-3.575829649E-1,1.814794104E0
2.824992458E0,-6.284160537E-1,1.284095335E0,-4.877701250E-1,1.510538732E0
2.835016458E0,-5.232632357E-1,1.195536330E0,-3.081904379E-1,1.340929855E0
2.845041458E0,-4.972396177E-1,1.215522698E0,-6.781600714E-3,1.313312094E0
2.855065458E0,-2.841273183E-1,1.208574452E0,3.454184175E-2,1.242003896E0
2.865090458E0,1.089622790E-1,1.037560936E0,3.527749456E-2,1.043863006E0
2.875114458E0,7.456585747E-1,8.990877593E-1,-1.707644248E-1,1.180477021E0
2.885139458E0,8.919494784E-1,8.074934649E-1,-2.556975710E-1,1.230040981E0
2.895163458E0,7.168692237E-1,8.506868470E-1,3.586448193E-2,1.113039018E0
2.905188458E0,9.377086186E-1,9.653291112E-1,2.343914866E-2,1.345996709E0
2.915213458E0,1.196585906E0,7.899611735E-1,-3.320984237E-1,1.471783220E0
2.925237458E0,1.649234657E0,3.228136665E-1,-5.164681133E-1,1.758102081E0
2.935262458E0,2.100690576E0,-3.233983880E-1,-5.286362056E-1,2.190192606E0
2.945286458E0,2.096591093E0,-5.637926263E-1,-3.733540750E-1,2.202941125E0
2.955311458E0,2.259467624E0,-7.651298028E-1,-2.022726580E-1,2.394061776E0
2.965335458E0,2.411981719E0,-1.165301548E0,-3.893313725E-2,2.679010881E0
2.975360458E0,2.573927958E0,-1.551389689E0,5.745713471E-2,3.005863673E0
2.985384458E0,2.770276290E0,-2.060019098E0,1.647277776E-1,3.456189325E0
2.995409458E0,3.006616069E0,-2.461801751E0,1.178026843E-1,3.887683824E0
3.005434458E0,3.049249873E0,-2.647307591E0,-2.707377791E-2,4.038179696E0
3.015458458E0,2.782228584E0,-2.624853698E0,6.010120908E-2,3.825475785E0
3.025483458E0,2.295672414E0,-2.387758459E0,1.549864808E-2,3.312362072E0
3.035507458E0,1.960353307E0,-2.278248881E0,-8.466766438E-2,3.006754340E0
3.045532458E0,1.710046869E0,-2.185172317E0,6.932224989E-2,2.775615954E0
3.055556458E0,1.240563984E0,-1.739273592E0,1.111929735E-1,2.139260504E0
3.065581458E0,9.434587705E-1,-1.318424338E0,3.518702352E-1,1.658966500E0
3.075605458E0,8.450787824E-1,-1.253703847E0,4.152025974E-1,1.567904551E0
3.085630458E0,8.927979094E-1,-1.327792747E0,3.110344505E-1,1.629988992E0
3.095654458E0,9.458362484E-1,-1.511232766E0,1.376621858E-1,1.788122356E0
3.105679458E0,1.046225340E0,-1.876916463E0,-1.483790358E-2,2.148865523E0
3.115704458E0,1.132915574E0,-2.290902840E0,-2.174041557E-1,2.564955767E0
3.125728458E0,1.203244130E0,-2.579310320E0,-2.336535863E-1,2.855736711E0
